Index,Sub,EDSname,Datatype,Access,Value,varname,LowLimit,UpLimit,hasDefault,hasLimit,refuseRead,refuseWrite,defaultInEDS,ImplementationType,Size,ObjectCode,mapable
0x2002,0x08,DI_U8 Subindex 8,UNSIGNED8,rw,0,diValue[7],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x09,DI_U8 Subindex 9,UNSIGNED8,rw,0,diValue[8],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x0a,DI_U8 Subindex 10,UNSIGNED8,rw,0,diValue[9],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x0b,DI_U8 Subindex 11,UNSIGNED8,rw,0,diValue[10],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x0c,DI_U8 Subindex 12,UNSIGNED8,rw,0,diValue[11],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x0d,DI_U8 Subindex 13,UNSIGNED8,rw,0,diValue[12],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x0e,DI_U8 Subindex 14,UNSIGNED8,rw,0,diValue[13],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x0f,DI_U8 Subindex 15,UNSIGNED8,rw,0,diValue[14],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x10,DI_U8 Subindex 16,UNSIGNED8,rw,0,diValue[15],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x11,DI_U8 Subindex 17,UNSIGNED8,rw,0,diValue[16],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x12,DI_U8 Subindex 18,UNSIGNED8,rw,0,diValue[17],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x13,DI_U8 Subindex 19,UNSIGNED8,rw,0,diValue[18],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x14,DI_U8 Subindex 20,UNSIGNED8,rw,0,diValue[19],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x15,DI_U8 Subindex 21,UNSIGNED8,rw,0,diValue[20],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x16,DI_U8 Subindex 22,UNSIGNED8,rw,0,diValue[21],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x17,DI_U8 Subindex 23,UNSIGNED8,rw,0,diValue[22],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x18,DI_U8 Subindex 24,UNSIGNED8,rw,0,diValue[23],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x19,DI_U8 Subindex 25,UNSIGNED8,rw,0,diValue[24],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x1a,DI_U8 Subindex 26,UNSIGNED8,rw,0,diValue[25],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x1b,DI_U8 Subindex 27,UNSIGNED8,rw,0,diValue[26],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x1c,DI_U8 Subindex 28,UNSIGNED8,rw,0,diValue[27],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x1d,DI_U8 Subindex 29,UNSIGNED8,rw,0,diValue[28],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x1e,DI_U8 Subindex 30,UNSIGNED8,rw,0,diValue[29],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x1f,DI_U8 Subindex 31,UNSIGNED8,rw,0,diValue[30],0,255,yes,no,no,no,0,Variable,0,,mapping
0x2002,0x20,DI_U8 Subindex 32,UNSIGNED8,rw,0,diValue[31],0,255,yes,no,no,no,0,Variable,0,,mapping
 
0x6200,0x00,Write Output 8 Bit Number of Elements,UNSIGNED8,ro,32,NONE,0,255,yes,no,no,no,1,ManagedConst,0,ARRAY,mapping
0x6200,0x01,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[0],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x02,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[1],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x03,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[2],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x04,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[3],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x05,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[4],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x06,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[5],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x07,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[6],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x08,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[7],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x09,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[8],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x0a,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[9],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x0b,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[10],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x0c,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[11],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x0d,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[12],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x0e,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[13],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x0f,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[14],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x10,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[15],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x11,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[16],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x12,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[17],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x13,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[18],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x14,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[19],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x15,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[20],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x16,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[21],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x17,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[22],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x18,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[23],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x19,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[24],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x1a,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[25],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x1b,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[26],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x1c,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[27],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x1d,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[28],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x1e,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[29],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x1f,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[30],0,255,yes,no,no,no,1,Variable,0,,mapping
0x6200,0x20,Write Output 8 Bit DigOutput8,UNSIGNED8,rww,0,diValue[31],0,255,yes,no,no,no,1,Variable,0,,mapping
